Date,Type,Action,Client IP,Country name,Domain,WAF alerts,HTTP verb,Request URL,HTTP version,Referrer,Response code,Response size,Cache status,Fingerprint,Country code,Access Rule ID,Origin IP,Origin response time
" 4:04:41pm, Jan  9 +00:00",Access,-,162.88.252.187,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:41pm, Jan  9 +00:00",JSC,Block,162.88.252.187,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:04:41pm, Jan  9 +00:00",JSC,Block,162.88.252.184,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:04:39pm, Jan  9 +00:00",Access,-,162.88.252.146,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,200,1082,NOTCACHED,-,US,-,165.227.250.169:80,1.992
" 4:04:39pm, Jan  9 +00:00",JSC,Block,162.88.252.147,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:04:39pm, Jan  9 +00:00",JSC,Block,162.88.252.148,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,-,-,-,US,-,-,-
" 4:04:39pm, Jan  9 +00:00",Access,-,162.88.252.147,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:39pm, Jan  9 +00:00",Access,-,162.88.252.148,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,1091,-,-,US,-,-,-
" 4:04:38pm, Jan  9 +00:00",WAF Rules,Block,162.88.252.171,-,zen86.cyberdemo.net,"[{""id""=>""950005"", ""message""=>""Remote File Access Attempt. Matched Data: /etc/ found within ARGS:tag: /../../../../..//etc/passwd"", ""data""=>""Warning. Pattern match \""(?:\\\\b(?:\\\\.(?:ht(?:access|passwd|group)|www_?acl)|global\\\\.asa|httpd\\\\.conf|boot\\\\.ini)\\\\b|\\\\/etc\\\\/)\"" at ARGS:tag.""}, {""id""=>""960024"", ""message""=>""Meta-Character Anomaly Detection Alert - Repetative Non-Word Characters"", ""data""=>""Warning. Pattern match \""\\\\W{4,}\"" at ARGS:tag.""}, {""id""=>""950103"", ""message""=>""Path Traversal Attack. Matched variable: REQUEST_URI with value: /vulnerabilities/weak_id?tag=/../../../../..//etc/passwd"", ""data""=>""Access denied with code 403 (phase 2). Pattern match \""\\\\.\\\\.[/\\\\x5c]\"" at REQUEST_URI.""}]",GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,HTTP/1.1,-,-,-,-,-,-,-,-,-
" 4:04:38pm, Jan  9 +00:00",Access,-,162.88.252.171,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,2415,-,-,US,-,-,0.006
" 4:04:37pm, Jan  9 +00:00",JSC,Block,162.88.252.142,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:04:37pm, Jan  9 +00:00",Access,-,162.88.252.142,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:37pm, Jan  9 +00:00",Access,-,162.88.252.189,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,200,1082,NOTCACHED,-,US,-,165.227.250.169:80,2.601
" 4:04:33pm, Jan  9 +00:00",Access,-,162.88.252.136,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:33pm, Jan  9 +00:00",JSC,Block,162.88.252.136,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:04:31pm, Jan  9 +00:00",Access,-,162.88.252.184,United States,zen86.cyberdemo.net,-,GET,/?american-express=342948562818002,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:31pm, Jan  9 +00:00",JSC,Block,162.88.252.184,United States,zen86.cyberdemo.net,-,GET,/?american-express=***************,1.1,-,403,-,-,-,US,-,-,-
" 4:04:29pm, Jan  9 +00:00",Access,-,162.88.252.164,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:04:29pm, Jan  9 +00:00",JSC,Block,162.88.252.143,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:04:29pm, Jan  9 +00:00",Access,-,162.88.252.136,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:29pm, Jan  9 +00:00",Access,-,162.88.252.145,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:29pm, Jan  9 +00:00",JSC,Block,162.88.252.164,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:04:29pm, Jan  9 +00:00",Access,-,162.88.252.143,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:29pm, Jan  9 +00:00",JSC,Block,162.88.252.136,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:04:29pm, Jan  9 +00:00",JSC,Block,162.88.252.145,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:04:28pm, Jan  9 +00:00",Access,-,162.88.252.171,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,200,1082,NOTCACHED,-,US,-,165.227.250.169:80,1.953
" 4:04:26pm, Jan  9 +00:00",Access,-,162.88.252.154,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,200,1082,NOTCACHED,-,US,-,165.227.250.169:80,2.331
" 4:04:25pm, Jan  9 +00:00",Access,-,162.88.252.167,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,1091,-,-,US,-,-,-
" 4:04:25pm, Jan  9 +00:00",JSC,Block,162.88.252.167,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,-,-,-,US,-,-,-
" 4:04:24pm, Jan  9 +00:00",JSC,Block,162.88.252.191,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:04:24pm, Jan  9 +00:00",Access,-,162.88.252.191,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:24pm, Jan  9 +00:00",WAF Rules,Block,162.88.252.173,-,zen86.cyberdemo.net,"[{""id""=>""950002"", ""message""=>""System Command Access. Matched Data: telnet.exe found within ARGS:a: telnet.exe"", ""data""=>""Warning. Pattern match \""\\\\b(?:(?:n(?:map|et|c)|w(?:guest|sh)|telnet|rcmd|ftp)\\\\.exe\\\\b|cmd(?:(?:32)?\\\\.exe\\\\b|\\\\b\\\\W*?\\\\/c))\"" at ARGS:a.""}, {""id""=>""950006"", ""message""=>""System Command Injection"", ""data""=>""Access denied with code 403 (phase 2). Pattern match \""(?:\\\\b(?:(?:n(?:et(?:\\\\b\\\\W+?\\\\blocalgroup|\\\\.exe)|(?:map|c)\\\\.exe)|t(?:racer(?:oute|t)|elnet\\\\.exe|clsh8?|ftp)|(?:w(?:guest|sh)|rcmd|ftp)\\\\.exe|echo\\\\b\\\\W*?\\\\by+)\\\\b|c(?:md(?:(?:\\\\.exe|32)\\\\b|\\\\b\\\\W*?\\\\/c)|d(?:\\\\b\\\\W*?[\\\\/]|\\\\W*?\\\\.\\\\.)|hmod.{0,40}?\\\\ ...\"" at ARGS:a.""}]",GET,/vulnerabilities/exec?a=telnet.exe,HTTP/1.1,-,-,-,-,-,-,-,-,-
" 4:04:24pm, Jan  9 +00:00",Access,-,162.88.252.173,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,2415,-,-,US,-,-,0.005
" 4:04:22pm, Jan  9 +00:00",JSC,Block,162.88.252.138,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,-,-,-,US,-,-,-
" 4:04:22pm, Jan  9 +00:00",Access,-,162.88.252.138,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:22pm, Jan  9 +00:00",JSC,Block,162.88.252.147,United States,zen86.cyberdemo.net,-,GET,/?american-express=***************,1.1,-,403,-,-,-,US,-,-,-
" 4:04:22pm, Jan  9 +00:00",Access,-,162.88.252.147,United States,zen86.cyberdemo.net,-,GET,/?american-express=342948562818002,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:19pm, Jan  9 +00:00",JSC,Block,162.88.252.181,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:04:19pm, Jan  9 +00:00",Access,-,162.88.252.181,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:18pm, Jan  9 +00:00",JSC,Block,162.88.252.151,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:04:18pm, Jan  9 +00:00",JSC,Block,162.88.252.161,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:04:18pm, Jan  9 +00:00",Access,-,162.88.252.133,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,200,1082,NOTCACHED,-,US,-,165.227.250.169:80,2.085
" 4:04:18pm, Jan  9 +00:00",Access,-,162.88.252.151,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:18pm, Jan  9 +00:00",Access,-,162.88.252.161,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:15pm, Jan  9 +00:00",JSC,Block,162.88.252.130,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:04:15pm, Jan  9 +00:00",Access,-,162.88.252.130,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:13pm, Jan  9 +00:00",Access,-,162.88.252.158,United States,zen86.cyberdemo.net,-,GET,/?american-express=342948562818002,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:13pm, Jan  9 +00:00",JSC,Block,162.88.252.158,United States,zen86.cyberdemo.net,-,GET,/?american-express=***************,1.1,-,403,-,-,-,US,-,-,-
" 4:04:12pm, Jan  9 +00:00",Access,-,162.88.252.154,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,200,1077,NOTCACHED,-,US,-,165.227.250.169:80,3.219
" 4:04:12pm, Jan  9 +00:00",JSC,Block,162.88.252.174,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:04:12pm, Jan  9 +00:00",JSC,Block,162.88.252.165,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:04:12pm, Jan  9 +00:00",Access,-,162.88.252.174,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:12pm, Jan  9 +00:00",Access,-,162.88.252.165,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:09pm, Jan  9 +00:00",JSC,Block,162.88.252.145,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:04:09pm, Jan  9 +00:00",JSC,Block,162.88.252.185,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,-,-,-,US,-,-,-
" 4:04:09pm, Jan  9 +00:00",Access,-,162.88.252.145,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:09pm, Jan  9 +00:00",Access,-,162.88.252.185,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,1091,-,-,US,-,-,-
" 4:04:05pm, Jan  9 +00:00",JSC,Block,162.88.252.156,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:04:05pm, Jan  9 +00:00",Access,-,162.88.252.181,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:05pm, Jan  9 +00:00",Access,-,162.88.252.156,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:05pm, Jan  9 +00:00",JSC,Block,162.88.252.181,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,-,-,-,US,-,-,-
" 4:04:05pm, Jan  9 +00:00",Access,-,162.88.252.166,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,200,1081,NOTCACHED,-,US,-,165.227.250.169:80,2.478
" 4:04:04pm, Jan  9 +00:00",JSC,Block,91.198.22.133,United Kingdom,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,GB,-,-,-
" 4:04:04pm, Jan  9 +00:00",JSC,Block,162.88.252.136,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:04:04pm, Jan  9 +00:00",Access,-,91.198.22.133,United Kingdom,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1085,-,-,GB,-,-,-
" 4:04:04pm, Jan  9 +00:00",Access,-,162.88.252.136,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:04pm, Jan  9 +00:00",Access Rules,Alert,91.198.22.133,United Kingdom,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,GB,gdpr,-,-
" 4:04:02pm, Jan  9 +00:00",Access,-,162.88.252.174,United States,zen86.cyberdemo.net,-,GET,/?american-express=342948562818002,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:02pm, Jan  9 +00:00",Access,-,162.88.252.177,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1086,-,-,US,-,-,-
" 4:04:02pm, Jan  9 +00:00",JSC,Block,162.88.252.177,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:04:02pm, Jan  9 +00:00",Access,-,80.231.25.133,Europe,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1085,-,-,EU,-,-,-
" 4:04:02pm, Jan  9 +00:00",JSC,Block,216.146.38.134,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:04:02pm, Jan  9 +00:00",JSC,Block,80.231.25.133,Europe,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,EU,-,-,-
" 4:04:02pm, Jan  9 +00:00",JSC,Block,162.88.252.174,United States,zen86.cyberdemo.net,-,GET,/?american-express=***************,1.1,-,403,-,-,-,US,-,-,-
" 4:04:02pm, Jan  9 +00:00",Access,-,216.146.38.134,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1086,-,-,US,-,-,-
" 4:03:58pm, Jan  9 +00:00",Access,-,162.88.252.130,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:58pm, Jan  9 +00:00",JSC,Block,162.88.252.191,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:03:58pm, Jan  9 +00:00",Access,-,162.88.252.191,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:58pm, Jan  9 +00:00",JSC,Block,162.88.252.130,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:03:57pm, Jan  9 +00:00",Access,-,162.88.252.183,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:57pm, Jan  9 +00:00",JSC,Block,162.88.252.183,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:03:57pm, Jan  9 +00:00",JSC,Block,162.88.252.182,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:03:57pm, Jan  9 +00:00",Access,-,162.88.252.182,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:55pm, Jan  9 +00:00",Access,-,162.88.252.137,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,1092,-,-,US,-,-,-
" 4:03:55pm, Jan  9 +00:00",JSC,Block,162.88.252.137,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,-,-,-,US,-,-,-
" 4:03:52pm, Jan  9 +00:00",Access,-,162.88.252.141,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:52pm, Jan  9 +00:00",Access,-,162.88.252.182,United States,zen86.cyberdemo.net,-,GET,/?american-express=342948562818002,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:52pm, Jan  9 +00:00",JSC,Block,162.88.252.132,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:03:52pm, Jan  9 +00:00",JSC,Block,162.88.252.182,United States,zen86.cyberdemo.net,-,GET,/?american-express=***************,1.1,-,403,-,-,-,US,-,-,-
" 4:03:52pm, Jan  9 +00:00",JSC,Block,162.88.252.141,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:03:52pm, Jan  9 +00:00",Access,-,162.88.252.145,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:52pm, Jan  9 +00:00",JSC,Block,162.88.252.160,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:03:52pm, Jan  9 +00:00",Access,-,162.88.252.132,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:52pm, Jan  9 +00:00",Access,-,162.88.252.160,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:52pm, Jan  9 +00:00",JSC,Block,162.88.252.145,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:03:50pm, Jan  9 +00:00",Access,-,162.88.252.140,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:50pm, Jan  9 +00:00",JSC,Block,162.88.252.140,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,-,-,-,US,-,-,-
" 4:03:47pm, Jan  9 +00:00",Access,-,162.88.252.178,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:47pm, Jan  9 +00:00",JSC,Block,162.88.252.155,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:03:47pm, Jan  9 +00:00",Access,-,162.88.252.155,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:47pm, Jan  9 +00:00",JSC,Block,162.88.252.180,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:03:47pm, Jan  9 +00:00",Access,-,162.88.252.180,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:47pm, Jan  9 +00:00",JSC,Block,162.88.252.178,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:03:46pm, Jan  9 +00:00",Access,-,162.88.252.165,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:46pm, Jan  9 +00:00",JSC,Block,162.88.252.165,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:03:45pm, Jan  9 +00:00",Access,-,162.88.252.188,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,200,1082,NOTCACHED,-,US,-,165.227.250.169:80,2.57
" 4:03:45pm, Jan  9 +00:00",JSC,Block,162.88.252.132,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:03:45pm, Jan  9 +00:00",Access,-,162.88.252.132,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:43pm, Jan  9 +00:00",Access,-,162.88.252.181,United States,zen86.cyberdemo.net,-,GET,/?american-express=342948562818002,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:43pm, Jan  9 +00:00",JSC,Block,162.88.252.181,United States,zen86.cyberdemo.net,-,GET,/?american-express=***************,1.1,-,403,-,-,-,US,-,-,-
" 4:03:42pm, Jan  9 +00:00",Access,-,162.88.252.167,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:42pm, Jan  9 +00:00",Access,-,162.88.252.176,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:42pm, Jan  9 +00:00",JSC,Block,162.88.252.167,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:03:42pm, Jan  9 +00:00",JSC,Block,162.88.252.176,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:03:39pm, Jan  9 +00:00",JSC,Block,162.88.252.152,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,-,-,-,US,-,-,-
" 4:03:39pm, Jan  9 +00:00",Access,-,162.88.252.152,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,1092,-,-,US,-,-,-
" 4:03:38pm, Jan  9 +00:00",JSC,Block,162.88.252.168,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:03:38pm, Jan  9 +00:00",Access,-,162.88.252.174,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:38pm, Jan  9 +00:00",Access,-,162.88.252.168,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:38pm, Jan  9 +00:00",JSC,Block,162.88.252.178,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:03:38pm, Jan  9 +00:00",JSC,Block,162.88.252.174,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:03:38pm, Jan  9 +00:00",Access,-,162.88.252.178,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:37pm, Jan  9 +00:00",JSC,Block,162.88.252.159,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:03:37pm, Jan  9 +00:00",Access,-,162.88.252.159,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:03:35pm, Jan  9 +00:00",JSC,Block,162.88.252.182,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,-,-,-,US,-,-,-
" 4:03:35pm, Jan  9 +00:00",Access,-,162.88.252.146,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,200,1082,NOTCACHED,-,US,-,165.227.250.169:80,2.979
" 4:07:41pm, Jan  9 +00:00",JSC,Block,162.88.252.149,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:41pm, Jan  9 +00:00",Access,-,162.88.252.149,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:40pm, Jan  9 +00:00",Access,-,162.88.252.150,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:40pm, Jan  9 +00:00",JSC,Block,162.88.252.150,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:07:36pm, Jan  9 +00:00",Access,-,162.88.252.154,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:36pm, Jan  9 +00:00",JSC,Block,162.88.252.177,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:07:36pm, Jan  9 +00:00",Access,-,162.88.252.170,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:36pm, Jan  9 +00:00",Access,-,162.88.252.128,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:36pm, Jan  9 +00:00",Access,-,162.88.252.133,United States,zen86.cyberdemo.net,-,GET,/?american-express=342948562818002,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:36pm, Jan  9 +00:00",JSC,Block,162.88.252.154,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:36pm, Jan  9 +00:00",JSC,Block,162.88.252.133,United States,zen86.cyberdemo.net,-,GET,/?american-express=***************,1.1,-,403,-,-,-,US,-,-,-
" 4:07:36pm, Jan  9 +00:00",JSC,Block,162.88.252.128,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:36pm, Jan  9 +00:00",JSC,Block,162.88.252.170,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:36pm, Jan  9 +00:00",Access,-,162.88.252.177,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:34pm, Jan  9 +00:00",JSC,Block,162.88.252.152,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:34pm, Jan  9 +00:00",Access,-,162.88.252.152,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
